,Company Name,Industry,Symbol,eps,bv,insider_h,inst_h,float_pc,price,dv_avg,trn_avg
159,GMR Infrastructure Ltd.,CONSTRUCTION,GMRINFRA,-4.792,-0.02,63.844,17.813000000000002,0.3531533378549349,27.350000381469727,-0.0023096644567469856,582663865.7789758
160,Galaxy Surfactants Ltd.,CHEMICALS,GALAXYSURF,80.748,336.81,72.694,16.822,0.2614597459300292,3069.949951171875,-0.0009181807628798689,61709019.14526405
161,Garden Reach Shipbuilders & Engineers Ltd.,INDUSTRIAL MANUFACTURING,GRSE,13.4,99.197,74.5,15.158,0.241338876667365,185.5500030517578,-0.0008679404331761428,46228831.01399543
162,Garware Technical Fibres Ltd.,TEXTILES,GARFIBRES,74.64,382.242,57.164,6.1739996,0.4530325634633479,2809.800048828125,-0.0026313266983252815,7054658.283746562
163,General Insurance Corporation of India,FINANCIAL SERVICES,GICRE,11.246,283.442,85.78399399999999,9.4289996,0.1421239255585955,193.1999969482422,-0.00213923989216717,116442048.2376386
164,Gillette India Ltd.,CONSUMER GOODS,GILLETTE,100.599,285.018,79.764,11.411,0.1962748732553429,5528.0,-0.0009602943131548239,18071661.004985012
165,Glaxosmithkline Pharmaceuticals Ltd.,PHARMA,GLAXO,21.14,88.92,75.51,11.295,0.2437178081059702,1459.0999755859375,-0.0002303038670057752,51984295.773770414
166,Glenmark Pharmaceuticals Ltd.,PHARMA,GLENMARK,34.38,250.42,52.568000000000005,20.645,0.5064176377193729,614.0,-0.0016046336010425123,420030158.945631
167,Godfrey Phillips India Ltd.,CONSUMER GOODS,GODFRYPHLP,61.533,450.223,73.265,10.787,0.2868322437824437,908.0,-0.00030800739980586014,44339931.889444485
168,Godrej Agrovet Ltd.,CONSUMER GOODS,GODREJAGRO,16.33,106.923,73.454005,16.440001000000002,0.1466946211592724,551.2000122070312,-0.002378870656357118,105449346.55124983
169,Godrej Consumer Products Ltd.,CONSUMER GOODS,GODREJCP,16.83,92.366,63.233,20.681,0.3553046735761472,816.0,-0.0006754665561703053,256329924.1733091
170,Godrej Industries Ltd.,CONSUMER GOODS,GODREJIND,9.94,224.543,80.574995,11.9169995,0.3276216852268731,553.8499755859375,-0.0015634855415863718,101901331.86570878
171,Godrej Properties Ltd.,CONSTRUCTION,GODREJPROP,-7.48,324.322,63.07899999999999,21.967,0.3005802599909194,1337.699951171875,-0.0009723589075551991,199617316.54638934
172,Granules India Ltd.,PHARMA,GRANULES,21.95,87.736,45.555001,19.19,0.5521591262046108,319.70001220703125,-0.0023944089636251348,152617723.81329444
173,Graphite India Ltd.,INDUSTRIAL MANUFACTURING,GRAPHITE,-5.275,227.096,65.886,14.265001,0.3330238821554336,765.5499877929688,-0.0022411000799421443,184820092.0325333
174,Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,GRASIM,65.49,997.592,40.849,25.174000000000003,0.5549819152791303,1404.0,0.00019352224661910907,566984316.022223
175,Great Eastern Shipping Co. Ltd.,SERVICES,GESHIP,62.38,523.469,29.215000000000003,41.262,0.6324274389994965,409.1000061035156,-0.0015456956116230997,90725977.46592404
176,Greaves Cotton Ltd.,INDUSTRIAL MANUFACTURING,GREAVESCOT,-0.81,33.846,103.659,13.843,0.4128774850976835,131.3000030517578,-0.0023564446537279616,30633939.116277814
177,Grindwell Norton Ltd.,INDUSTRIAL MANUFACTURING,GRINDWELL,21.6,123.197,59.900004,19.159001,0.3875640534682081,1208.550048828125,-0.0008475809890313864,9586618.101930069
178,Gujarat Alkalies & Chemicals Ltd.,CHEMICALS,GUJALKALI,22.57,731.92,76.053,3.159,0.2531638183618218,413.75,-0.0028503158410714906,37030341.33124672
179,Gujarat Ambuja Exports Ltd.,CONSUMER GOODS,GAEL,14.74,72.186,71.809,0.736,0.2731017281059855,175.8000030517578,-0.0025871837651796556,8415760.766752275
180,Gujarat Fluorochemicals Ltd.,CHEMICALS,FLUOROCHEM,-28.13,352.181,76.462996,6.232999599999999,0.2295692944924897,862.0,-0.005020568176302323,45950194.24843352
181,Gujarat Gas Ltd.,OIL & GAS,GUJGASLTD,17.09,54.709,74.953,15.463,0.2504174595698959,518.0,-0.0012481695772035791,139122642.39850095
182,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,CHEMICALS,GNFC,44.84,390.438,42.629,19.368,0.5673851553601474,369.5499877929688,-0.002104242483605068,96061538.072911
183,Gujarat Pipavav Port Ltd.,SERVICES,GPPL,4.59,46.229,44.005,42.305002,0.549164827072646,103.6500015258789,-0.0021470498640823485,70925592.42156549
184,Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,GSFC,11.3,231.868,46.076,20.502001,0.5558855046096194,120.9499969482422,-0.002025832598855663,50128142.98490981
185,Gujarat State Petronet Ltd.,OIL & GAS,GSPL,27.874,97.348,50.259,34.342,0.3992158373485687,274.20001220703125,-0.001129391439297019,113908200.24154687
186,Gulf Oil Lubricants India Ltd.,OIL & GAS,GULFOILLUB,39.7,172.901,72.495,16.988,0.2596180899130911,714.0499877929688,-0.0006084688541195045,19239719.89887988
187,H.E.G. Ltd.,INDUSTRIAL MANUFACTURING,HEG,-4.65,906.373,60.192,13.722,0.0273464800844993,2359.199951171875,-0.0017834969979520598,182223761.2422703
188,HCL Technologies Ltd.,IT,HCLTECH,45.191,3.096,60.464,22.851999,0.3957893009571546,938.4000244140624,-0.0003995877920954342,1174136802.3899128
189,HDFC Asset Management Company Ltd.,FINANCIAL SERVICES,HDFCAMC,62.16,224.242,54.529,31.764,0.4456873022821824,2823.699951171875,-0.00021996122754807613,1070638824.088422
190,HDFC Bank Ltd.,FINANCIAL SERVICES,HDFCBANK,57.6,380.624,21.641001000000003,38.234,0.8352563648584629,1481.949951171875,-0.0002619284410918248,2060406821.7192369
191,HDFC Life Insurance Company Ltd.,FINANCIAL SERVICES,HDFCLIFE,6.69,42.514,50.176,40.514,0.4097188628433414,661.5,-0.00046486192387245495,1740339823.0973768
192,HFCL Ltd.,TELECOM,HFCL,1.86,14.937,48.503,1.195,0.656911272348401,47.79999923706055,-0.005381454597524255,109190982.5915557
193,Happiest Minds Technologies Ltd.,IT,HAPPSTMNDS,11.45,38.621,60.76200000000001,13.056,0.3357867550931474,792.0499877929688,0.0009379163015802081,1570650339.4974399
194,Hatsun Agro Product Ltd.,CONSUMER GOODS,HATSUN,11.428,47.388,75.917,8.366,0.2071503010386643,866.0499877929688,-0.002692447043662919,18454441.520196043
195,Havells India Ltd.,CONSUMER GOODS,HAVELLS,16.68,82.629,64.9,19.284001,0.3413300741847862,1000.2999877929688,-0.0024185486295462133,555409794.059932
196,HeidelbergCement India Ltd.,CEMENT & CEMENT PRODUCTS,HEIDELBERG,13.9,65.949,73.143,14.32,0.304536374507601,250.5,-0.003091315808478902,19616420.738015547
197,Hemisphere Properties India Ltd.,CONSTRUCTION,HEMIPROP,-0.044,9.968,66.511,15.297,0.2530162561403509,142.14999389648438,-0.0019427131931285765,236170797.00245523
198,Hero MotoCorp Ltd.,AUTOMOBILE,HEROMOTOCO,146.04,771.748,36.566,36.213002,0.6515109715200961,2935.300048828125,-0.0002855813805084372,1031948712.747099
199,Himadri Speciality Chemical Ltd.,CHEMICALS,HSCL,2.253,41.91,46.206,13.241,0.4021653675541464,53.84999847412109,-0.0024284714660180776,50701522.21032203
200,Hindalco Industries Ltd.,METALS,HINDALCO,15.65,299.191,35.522,39.457,0.6130577328305298,381.6499938964844,-0.0008548163584345877,904903274.0044943
201,Hindustan Aeronautics Ltd.,INDUSTRIAL MANUFACTURING,HAL,85.043,418.311,75.14999999999999,19.336,0.2485333012698866,1040.0,-0.0020697077774925066,228479754.08045694
202,Hindustan Copper Ltd.,METALS,HINDCOPPER,-3.971,10.85,72.765,12.443,0.2607199986763513,169.64999389648438,-0.0022076041959522607,130221360.0769878
203,Hindustan Petroleum Corporation Ltd.,OIL & GAS,HINDPETRO,70.57,257.671,54.92,26.722,0.4600920669969525,287.1499938964844,-0.0013655311198797516,617621773.6750644
204,Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,34.026,202.905,62.147,16.282,0.365266549123777,2363.89990234375,-0.0004653714862035703,1104588183.7393312
205,Hindustan Zinc Ltd.,METALS,HINDZINC,18.89,76.452,94.457,3.034,0.0527756816945565,330.0,-0.001555005821004112,184643654.5498778
206,Honeywell Automation India Ltd.,INDUSTRIAL MANUFACTURING,HONAUT,520.32,2916.786,75.158,12.186,0.2443188501524624,43725.1015625,-0.0015438281152641963,24196097.02722265
207,Housing & Urban Development Corporation Ltd.,FINANCIAL SERVICES,HUDCO,7.46,62.395,89.807,2.191,0.1017267474622828,49.20000076293945,-0.0027406864169361718,181466477.89052063
208,Housing Development Finance Corporation Ltd.,FINANCIAL SERVICES,HDFC,104.7,869.679,1.0299999,60.61,0.9759428544834275,2552.0,6.424231772676842e-05,2650210806.6845045
209,Huhtamaki India Ltd.,INDUSTRIAL MANUFACTURING,HUHTAMAKI,11.231,100.884,73.347,1.928,0.2732304524525759,283.20001220703125,-0.0029024143239510794,6904439.653718414
210,ICICI Bank Ltd.,FINANCIAL SERVICES,ICICIBANK,26.83,227.825,2.003,49.956,0.9927443680183669,651.4500122070312,-0.0005576541616291687,4272718871.024933
211,ICICI Lombard General Insurance Company Ltd.,FINANCIAL SERVICES,ICICIGI,32.27,178.67,52.20399999999999,28.989,0.4686604156891513,1479.9000244140625,0.0017378722169683737,725657357.3711874
212,ICICI Prudential Life Insurance Company Ltd.,FINANCIAL SERVICES,ICICIPRULI,6.65,64.119,73.504996,14.693,0.2571000684619531,541.2999877929688,-0.00033922233748632293,856325227.6305692
213,ICICI Securities Ltd.,FINANCIAL SERVICES,ISEC,33.08,56.521,74.968004,10.0839995,0.2498138187027871,573.5,0.0001717651092862574,185123032.40261865
214,IDBI Bank Ltd.,FINANCIAL SERVICES,IDBI,1.44,35.292,45.532,49.275002,0.0518794618948594,38.54999923706055,-0.0034123509483796927,280679937.2598682
215,IDFC First Bank Ltd.,FINANCIAL SERVICES,IDFCFIRSTB,0.87,31.374,44.335,30.599,0.3849375710469604,58.29999923706055,-0.002438256275842372,808038067.6328245
216,IDFC Ltd.,FINANCIAL SERVICES,IDFC,-3.869,52.571,24.373,17.259,0.7503321920048891,59.29999923706055,-0.0019163800007162887,679431085.2837968
217,IFB Industries Ltd.,CONSUMER GOODS,IFBIND,8.89,155.721,85.663,2.232,0.1339012507774169,1119.5,-0.0033916521585737806,13478960.213995213
218,IIFL Finance Ltd.,FINANCIAL SERVICES,IIFL,20.04,142.287,54.87499999999999,34.597,0.2959549670357154,260.0,-0.0014227410266700515,131218994.0030398
219,IIFL Wealth Management Ltd.,FINANCIAL SERVICES,IIFLWAM,41.76,322.184,48.379,44.012,0.3320211452121344,1160.449951171875,-0.002201956657027621,51791785.95396655
220,IOL Chem and Pharma Ltd.,PHARMA,IOLCP,79.25,186.488,63.54,2.819,0.3310000085170895,637.3499755859375,-0.0036992013776181005,93196733.0177882
221,IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,3.33,196.125,58.634996,21.556999,0.3550192592980741,109.0999984741211,-0.0019129603452532702,350097506.2224355
222,IRCON International Ltd.,CONSTRUCTION,IRCON,3.571,44.628,149.131,0.6689999999999999,0.2657005723479646,49.25,-0.002301099428706709,131650272.01039033
223,ITC Ltd.,CONSUMER GOODS,ITC,10.784,48.064,29.78,44.451,0.6887634154139208,211.8500061035156,-0.0006442845668626589,1895143752.660239
224,ITI Ltd.,TELECOM,ITI,-1.779,23.92,97.833997,0.017999999,0.0214650188889613,121.9499969482422,-0.005438655524516813,53855638.173611745
225,India Cements Ltd.,CEMENT & CEMENT PRODUCTS,INDIACEM,7.01,213.759,56.35,19.414,0.3652992766060794,189.1999969482422,-0.0024192995439164433,236589133.6247386
226,Indiabulls Housing Finance Ltd.,FINANCIAL SERVICES,IBULHSGFIN,27.72,362.126,22.886999,35.127,0.8076355793158083,224.8000030517578,-0.0012526703187322693,3198034449.5866413
227,Indiabulls Real Estate Ltd.,CONSTRUCTION,IBREALEST,0.1,67.675,43.423,16.658,0.5912191948339873,98.8000030517578,-0.0015263117858066804,855853225.4130325
228,Indiamart Intermesh Ltd.,CONSUMER SERVICES,INDIAMART,94.58,543.715,55.448,24.545999,0.4272298070674851,7626.0,0.0004134705000637965,591586747.2783864
229,Indian Bank,FINANCIAL SERVICES,INDIANB,27.88,349.444,88.063,5.049,0.1193383894644042,142.75,-0.001806462331386348,183149195.48084074
230,Indian Energy Exchange Ltd.,FINANCIAL SERVICES,IEX,6.9,17.617,26.548,45.628,0.6207366209632657,358.25,-0.0006087561992015311,183740441.0420576
231,Indian Hotels Co. Ltd.,CONSUMER SERVICES,INDHOTEL,-6.055,30.678,45.633,34.384,0.5734392350284584,135.5500030517578,-0.000968374370963746,117590361.59534578
232,Indian Oil Corporation Ltd.,OIL & GAS,IOC,23.57,121.794,73.337,15.456,0.2392564408428927,112.4499969482422,-0.0014575802173070157,508011494.5193206
233,Indian Overseas Bank,FINANCIAL SERVICES,IOB,0.2,10.174,95.838,1.4730001,0.0360542288323424,16.850000381469727,-0.0028885638707882985,72894215.36760388
234,Indian Railway Catering And Tourism Corporation Ltd.,SERVICES,IRCTC,14.792,83.545,67.39700400000001,14.559,0.3085,1907.550048828125,0.0009111955446742818,2677372616.051084
235,Indo Count Industries Ltd.,TEXTILES,ICIL,12.7,65.027,62.671,8.154,0.3450091590678825,151.64999389648438,0.003112820446383172,30547375.57915175
236,Indoco Remedies Ltd.,PHARMA,INDOCO,10.1,83.359,60.01499999999999,19.805999,0.3625050026912526,398.9500122070313,-0.001355216618082473,16187513.554639237
237,Indraprastha Gas Ltd.,OIL & GAS,IGL,15.543,79.741,50.023997,30.571,0.5004317707969524,508.25,-0.0012719498312380945,343118765.5497174
238,Indus Towers Ltd.,TELECOM,INDUSTOWER,15.728,74.352,85.066,20.684,0.2525281043358287,241.9499969482422,-0.00014344401185430186,1022584077.5766152
239,IndusInd Bank Ltd.,FINANCIAL SERVICES,INDUSINDBK,39.96,568.756,18.204,33.882,0.6754869722862774,1003.8499755859376,-0.0016962713667455483,1649358137.4616296
240,Infibeam Avenues Ltd.,IT,INFIBEAM,0.52,20.538,74.71800400000001,4.2930003,0.2892793784068743,40.04999923706055,-0.0015050040687440188,560420245.7446618
241,Info Edge (India) Ltd.,CONSUMER SERVICES,NAUKRI,97.173,354.479,47.787,33.96,0.533187228227109,4506.75,-0.00046597650968480483,304027437.93209857
242,Infosys Ltd.,IT,INFY,44.509,2.46,14.791000000000002,58.472,0.8642235331129854,1388.199951171875,0.00024217909119346936,3240845047.2931347
243,Ingersoll Rand (India) Ltd.,INDUSTRIAL MANUFACTURING,INGERRAND,22.92,142.683,76.71600600000001,4.848,0.2488173150025342,986.0,-0.0024151357001450592,12221020.54546883
244,Inox Leisure Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,INOXLEISUR,-32.22,56.545,47.456002000000005,37.612998,0.4900122701085752,308.3999938964844,-0.0016222999612310576,54647891.730434045
245,Intellect Design Arena Ltd.,IT,INTELLECT,19.55,104.882,48.167,12.864,0.7766064419779214,762.2000122070312,-0.0005955635472142121,136646878.82376194
246,InterGlobe Aviation Ltd.,SERVICES,INDIGO,-143.681,47.983,77.365994,10.317001,0.2483269371526608,1724.699951171875,0.0009979895539376396,1689960200.1400254
247,Ipca Laboratories Ltd.,PHARMA,IPCALAB,90.11,370.385,46.679002,32.674,0.530555363730962,2223.199951171875,-0.0012398726109291768,87927944.03117135
248,J.B. Chemicals & Pharmaceuticals Ltd.,PHARMA,JBCHEPHARM,51.393,210.343,56.521,16.245002,0.4067061017599729,1453.0,0.0005329567927651746,35388872.85335573
249,J.K. Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKCEMENT,86.252,427.908,57.913,30.692000000000004,0.4249408553583492,2862.0,0.00026840936404989353,36489829.63287364
250,JK Lakshmi Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKLAKSHMI,34.45,177.936,52.830005,30.565,0.472485102405031,551.5499877929688,-0.0015442440850463783,40268082.09479293
251,JK Paper Ltd.,PAPER AND JUTE,JKPAPER,13.73,146.195,56.679,2.118,0.3686577077012077,152.8000030517578,-0.0029465533960876485,44815495.60801965
252,JK Tyre & Industries Ltd.,AUTOMOBILE,JKTYRE,12.97,108.538,63.212,2.6870001,0.3236349582746296,127.3499984741211,0.0006813410574462131,96572295.99037573
253,JM Financial Ltd.,FINANCIAL SERVICES,JMFINANCIL,6.32,75.263,30.256,57.907003,0.3661938885389026,85.75,-0.003421763083417502,59742111.48047405
254,JSW Energy Ltd.,POWER,JSWENERGY,4.851,79.234,69.128,12.46,0.2483040801622483,115.0999984741211,-0.001550943388507967,217490485.7656358
255,JSW Steel Ltd.,METALS,JSWSTEEL,32.71,194.386,55.477,13.561,0.3499344734432234,680.9500122070312,-0.0012476819558055597,1100121897.4601328
256,JTEKT India Ltd.,AUTOMOBILE,JTEKTINDIA,0.48,24.593,78.129,4.5819998,0.209003546302356,112.8000030517578,-0.0037881021958929063,11796412.94843079
257,Jamna Auto Industries Ltd.,AUTOMOBILE,JAMNAAUTO,1.83,14.531,60.874003,15.371001,0.4254550674590427,84.44999694824219,-0.003052744748990265,42269662.98939499
258,Jindal Saw Ltd.,METALS,JINDALSAW,10.02,219.239,63.486,7.063999999999999,0.355693156899024,96.25,-0.002008184953163303,95445081.90020506
259,Jindal Stainless (Hisar) Ltd.,METALS,JSLHISAR,29.4,125.913,51.633,23.992,0.354159086895659,176.3000030517578,-0.0003889296313148184,54364769.8549196
260,Jindal Stainless Ltd.,METALS,JSL,8.48,65.723,64.68599400000001,19.075,0.3068755190924212,91.9000015258789,-0.0031541010407430355,39521037.81347755
261,Jindal Steel & Power Ltd.,METALS,JINDALSTEL,35.63,311.966,26.400998,22.691,0.3862117981596219,388.7999877929688,-0.0007885128026319447,955998518.1701101
262,Johnson Controls - Hitachi Air Conditioning India Ltd.,CONSUMER GOODS,JCHAC,12.2,264.825,74.778,13.99,0.2461529408736011,2299.5,-0.001836627094295553,21064544.48345843
263,Jubilant Foodworks Ltd.,CONSUMER SERVICES,JUBLFOOD,12.078,85.167,43.344003,34.374002,0.5630625980343869,3102.14990234375,0.0009493500780532602,1094504286.7353868
264,Justdial Ltd.,CONSUMER SERVICES,JUSTDIAL,33.0,204.338,47.868,31.154,0.4668352314333063,831.5,-0.0008966138903099257,1208302055.826975
265,Jyothy Labs Ltd.,CONSUMER GOODS,JYOTHYLAB,5.43,38.991,64.66,23.773001,0.3702671474885887,156.1999969482422,-0.0011995774325969568,40648393.73381204
266,K.P.R. Mill Ltd.,TEXTILES,KPRMILL,74.88,341.492,74.732,18.731001,0.2527192995204185,1541.9000244140625,-0.00037941076653146797,16550888.596690528
267,KEI Industries Ltd.,INDUSTRIAL MANUFACTURING,KEI,30.18,198.022,44.72,35.287,0.5642949895053608,605.0,-0.004324813627767973,47301736.77677521
268,KNR Constructions Ltd.,CONSTRUCTION,KNRCON,14.49,69.886,55.035,33.236998,0.4420333189813979,231.75,-0.0017007262578864076,23045550.66503161
269,KPIT Technologies Ltd.,IT,KPITTECH,5.19,44.622,50.785,29.137,0.5046075821466091,227.0,-0.0021216471761742084,91790992.58333597
270,KRBL Ltd.,CONSUMER GOODS,KRBL,24.24,144.858,74.767,3.393,0.2554198818981265,237.8000030517578,-0.0019240540062261861,34947056.82307615
271,KSB Ltd.,INDUSTRIAL MANUFACTURING,KSB,36.456,255.867,69.864,13.670999,0.2943903665270428,1022.4500122070312,-0.0013634057506892753,5918892.635807885
272,Kajaria Ceramics Ltd.,CONSUMER GOODS,KAJARIACER,14.5,111.827,47.902,32.683,0.4350004023133015,960.0,0.0016431902290352822,71739498.21668932
273,Kalpataru Power Transmission Ltd.,POWER,KALPATPOWR,44.25,251.09,55.375,28.955,0.5935977929391933,426.2999877929688,-0.001584365781381663,31139571.749935
274,Kansai Nerolac Paints Ltd.,CONSUMER GOODS,KANSAINER,9.83,75.332,75.067,11.4580005,0.2496471183106954,581.0,0.00012086197447490251,36637311.61849856
275,Karur Vysya Bank Ltd.,FINANCIAL SERVICES,KARURVYSYA,4.5,87.355,18.017,27.624,0.8306945039559928,58.59999847412109,-0.002448638507253249,41581651.431114614
276,Kaveri Seed Company Ltd.,CONSUMER GOODS,KSCL,52.23,209.219,60.683,19.0,0.4239243582284502,762.0,-0.002677455912308501,141535926.3289717
277,Kec International Ltd.,POWER,KEC,21.5,130.722,4.579,80.82000000000001,0.5834042623537465,429.8500061035156,0.0015357517696077399,68724627.18823712
278,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,KOTAKBANK,50.49,421.683,29.516,59.205,0.7395386675514815,1754.0999755859375,-0.0006172601224821306,1382090637.0043855
279,L&T Finance Holdings Ltd.,FINANCIAL SERVICES,L&TFH,,,,,,89.3499984741211,-0.0017452271303728406,613824991.7729275
280,L&T Technology Services Ltd.,IT,LTTS,,,,,,2688.0,-0.000741331569741905,224353392.38615236
281,LIC Housing Finance Ltd.,FINANCIAL SERVICES,LICHSGFIN,,,,,,450.8500061035156,-0.0018475270412934362,720300089.0620573
282,La Opala RG Ltd.,CONSUMER GOODS,LAOPALA,,,,,,268.5,0.0015687334777026863,15001359.94371514
283,Lakshmi Machine Works Ltd.,INDUSTRIAL MANUFACTURING,LAXMIMACH,,,,,,6595.0,-0.0013498554720982093,20597159.214326624
284,Larsen & Toubro Infotech Ltd.,IT,LTI,,,,,,3756.0,0.00092936510831832,392007441.34386295
285,Larsen & Toubro Ltd.,CONSTRUCTION,LT,,,,,,1467.0,-0.0009626949200145774,2398675011.5467877
286,Laurus Labs Ltd.,PHARMA,LAURUSLABS,,,,,,522.4000244140625,-0.0011287201802579157,432459497.83994013
287,Lemon Tree Hotels Ltd.,CONSUMER SERVICES,LEMONTREE,,,,,,41.900001525878906,-0.004925016892375754,86933222.20086734
288,Linde India Ltd.,CHEMICALS,LINDEINDIA,,,,,,1611.0,-0.001263639247360466,36040295.3694755
289,Lupin Ltd.,PHARMA,LUPIN,,,,,,1200.5,-0.0021167239346239213,847379605.6187276
290,Lux Industries Ltd.,TEXTILES,LUXIND,,,,,,2570.0,-0.0007079149408304302,72301911.40293485
291,MAS Financial Services Ltd.,FINANCIAL SERVICES,MASFIN,,,,,,906.1500244140624,0.00036139900672177417,38894911.74189748
292,MMTC Ltd.,SERVICES,MMTC,,,,,,59.84999847412109,-0.0034617685208315394,85777985.15211539
293,MOIL Ltd.,METALS,MOIL,,,,,,171.5500030517578,-0.001403142928571203,84267447.6321124
294,MRF Ltd.,AUTOMOBILE,MRF,,,,,,82095.0,-0.001813868230925227,316656478.14743155
295,Mahanagar Gas Ltd.,OIL & GAS,MGL,,,,,,1175.75,-0.001248320826526777,538331638.9965721
296,Maharashtra Scooters Ltd.,FINANCIAL SERVICES,MAHSCOOTER,,,,,,3697.75,0.0006439004689227837,7442216.673589358
297,Maharashtra Seamless Ltd.,METALS,MAHSEAMLES,,,,,,295.5,-0.003511494011357912,26115232.612650707
298,Mahindra & Mahindra Financial Services Ltd.,FINANCIAL SERVICES,M&MFIN,,,,,,158.25,-0.0006584006099464774,457527431.1262277
299,Mahindra & Mahindra Ltd.,AUTOMOBILE,M&M,,,,,,817.0499877929688,-0.001178639923911295,908052889.3342938
300,Mahindra CIE Automotive Ltd.,INDUSTRIAL MANUFACTURING,MAHINDCIE,,,,,,188.6499938964844,-0.003412550623949036,32703619.77192328
301,Mahindra Holidays & Resorts India Ltd.,CONSUMER SERVICES,MHRIL,,,,,,265.3999938964844,-0.0022951892276007768,22273462.95088896
302,Mahindra Logistics Ltd.,SERVICES,MAHLOG,,,,,,532.3499755859375,-0.002985867176391144,41809225.95062203
303,Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,,,,,,163.35000610351562,-0.002452008181602536,372513958.8200946
304,Mangalore Refinery & Petrochemicals Ltd.,OIL & GAS,MRPL,,,,,,51.95000076293945,-0.0026033703079717313,76245448.6897723
305,Marico Ltd.,CONSUMER GOODS,MARICO,,,,,,459.3500061035156,-0.001450751053130568,166266111.27810848
306,Maruti Suzuki India Ltd.,AUTOMOBILE,MARUTI,,,,,,7001.0,-0.00027202925480217347,2402377829.5753903
307,Max Financial Services Ltd.,FINANCIAL SERVICES,MFSL,,,,,,933.4000244140624,-0.0009965366111675796,150446249.6236216
308,Max Healthcare Institute Ltd.,HEALTHCARE SERVICES,MAXHEALTH,,,,,,232.1000061035156,0.0003487447996494966,241955439.4856674
309,Mazagoan Dock Shipbuilders Ltd.,INDUSTRIAL MANUFACTURING,MAZDOCK,,,,,,218.3999938964844,-0.0028391091414753525,661911171.7907231
310,Metropolis Healthcare Ltd.,HEALTHCARE SERVICES,METROPOLIS,,,,,,2332.699951171875,-0.0007953921883000001,184063519.20363963
311,MindTree Ltd.,IT,MINDTREE,,,,,,2189.300048828125,-0.0006312486393396654,469257926.2783971
312,Minda Corporation Ltd.,AUTOMOBILE,MINDACORP,,,,,,112.6999969482422,-0.001784431110574943,28139678.6060374
313,Minda Industries Ltd.,AUTOMOBILE,MINDAIND,,,,,,571.0499877929688,-0.002026959578548894,31280110.18145311
314,Mishra Dhatu Nigam Ltd.,METALS,MIDHANI,,,,,,199.5,-0.001547744058638567,136146811.45153072
315,Motherson Sumi Systems Ltd.,AUTOMOBILE,MOTHERSUMI,,,,,,240.0,-0.0003204990755016351,467660811.5237002
316,Motilal Oswal Financial Services Ltd.,FINANCIAL SERVICES,MOTILALOFS,,,,,,814.75,-0.001613029563862599,49114416.21619218
317,MphasiS Ltd.,IT,MPHASIS,,,,,,1916.550048828125,-0.0005035337557110277,184642151.87078628
318,Multi Commodity Exchange of India Ltd.,FINANCIAL SERVICES,MCX,,,,,,1535.1500244140625,-0.0014765416745270734,447713187.8381776
319,Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,,,,,,1280.1500244140625,-0.0008195955927777002,543993049.2109814
320,NATCO Pharma Ltd.,PHARMA,NATCOPHARM,,,,,,1076.199951171875,-0.0006080374756408236,72544879.20069595
321,NBCC (India) Ltd.,CONSTRUCTION,NBCC,,,,,,48.900001525878906,-0.001613035220780065,329345701.7590312
322,NCC Ltd.,CONSTRUCTION,NCC,,,,,,87.75,-0.0022135680024577666,285274626.8409664
323,NESCO Ltd.,SERVICES,NESCO,,,,,,547.7000122070312,-0.0004543950432829155,21973822.415276777
324,NHPC Ltd.,POWER,NHPC,,,,,,25.600000381469727,-0.0013818841287070354,168723716.16254592
325,NLC India Ltd.,POWER,NLCINDIA,,,,,,60.84999847412109,-0.0031206772773325615,75720129.56187847
326,NMDC Ltd.,METALS,NMDC,,,,,,177.1999969482422,-0.0024620998117102946,395574345.9538376
327,NOCIL Ltd.,CHEMICALS,NOCIL,,,,,,214.25,-0.003381776369036529,62096885.409288146
328,NTPC Ltd.,POWER,NTPC,,,,,,112.5,-0.001187333569301077,987447479.3868283
329,Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES,NH,,,,,,431.25,-0.0011220054840406272,65283970.44897973
330,National Aluminium Co. Ltd.,METALS,NATIONALUM,,,,,,71.05000305175781,-0.0020581809078935405,183963292.98020396
331,National Fertilizers Ltd.,FERTILISERS & PESTICIDES,NFL,,,,,,71.19999694824219,-0.0046902340811931864,38042297.56173854
332,Navin Fluorine International Ltd.,CHEMICALS,NAVINFLUOR,,,,,,3225.39990234375,-0.001280694963585171,58216507.225942664
333,Nestle India Ltd.,CONSUMER GOODS,NESTLEIND,,,,,,17494.80078125,-0.0003023886385799643,334159152.462983
334,Network18 Media & Investments Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,NETWORK18,,,,,,40.0,-0.0024517230316631294,28773232.969972786
